sample_id	reference	material_source_and_purity	synthesis_method	processing_route	operating_temperature	conductivity
1002	实验室自制	The materials used were zirconia (200 nm), TMPTA, HDDA, EDA, BYK-110, and TPO.	Commercialization	3D printing	600	0.0019238
1003	实验室自制	A mixture of zirconia (200 nm), TMPTA, HDDA, EDA, BYK-110, and TPO.	Commercialization	3D printing	600	0.001876
1004	实验室自制	The materials used were zirconia (200 nm), TMPTA, HDDA, EDA, BYK-110, and TPO.	Commercialization	3D printing	600	0.0019223
1005	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), indium oxide, cerium oxide, scandium oxide, and ytterbium oxide powders was used.	Solid-state synthesis	dry pressing	800	0.0404616033206171
1006	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), indium oxide, cerium oxide, scandium oxide, and ytterbium oxide powders was used as the raw materials.	Solid-state synthesis	dry pressing	750	0.0267550981307062
1007	实验室自制	The materials were ZrO2 (200 nm), Y2O3 (200 nm), In2O3, CeO2, Sc2O3, and Yb2O3.	Solid-state synthesis	dry pressing	700	0.0163454159109778
1008	实验室自制	The raw materials were ZrO2 (200 nm), Y2O3 (200 nm), In2O3, CeO2, Sc2O3, and Yb2O3.	Solid-state synthesis	dry pressing	650	0.00844536459386704
1009	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), indium oxide, cerium oxide, scandium oxide, and ytterbium oxide.	Solid-state synthesis	dry pressing	600	0.00380155225653853
1010	实验室自制	The materials included ZrO2 (200 nm), Y2O3 (200 nm), In2O3, CeO2, Sc2O3, and Yb2O3.	Solid-state synthesis	dry pressing	550	0.00155867243609576
1011	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and ytterbia.	Solid-state synthesis	dry pressing	800	0.024501370004348
1012	实验室自制	The materials used were zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and ytterbia.	Solid-state synthesis	dry pressing	750	0.0163642483471217
1013	实验室自制	The raw materials were ZrO2 (200 nm), Y2O3 (200 nm), Al2O3, CeO2, Sc2O3, and Yb2O3.	Solid-state synthesis	dry pressing	700	0.0101328749242919
1014	实验室自制	The materials are zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and ytterbia.	Solid-state synthesis	dry pressing	650	0.00554784249775574
1015	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and ytterbia.	Solid-state synthesis	dry pressing	600	0.00268896099600591
1016	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and ytterbia.	Solid-state synthesis	dry pressing	550	0.00120518261875095
1017	实验室自制	The materials are zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and erbia.	Solid-state synthesis	dry pressing	800	0.014787055447884
1018	实验室自制	Zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and erbia powders were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0086417856513608
1019	实验室自制	ZrO2 and Y2O3 powders with a particle size of 200 nm, along with Al2O3, CeO2, Sc2O3, and Er2O3 powders, were used as the raw materials.	Solid-state synthesis	dry pressing	700	0.0051093484271144
1020	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and erbia.	Solid-state synthesis	dry pressing	650	0.00275703081102396
1021	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and erbia.	Solid-state synthesis	dry pressing	600	0.00135913702002058
1022	实验室自制	The materials used were zirconia (200 nm), yttria (200 nm), alumina, ceria, scandia, and erbia.	Solid-state synthesis	dry pressing	550	0.000589786101023529
1023	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), ceria, and scandia powders was used as the raw materials.	Solid-state synthesis	dry pressing	850	0.0418765349575739
1024	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	800	0.0298123241040591
1025	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), cerium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	750	0.0198570766022964
1026	实验室自制	A set of oxide powders consisting of zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	700	0.0122269401465895
1027	实验室自制	Zirconia (200 nm), yttria (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	650	0.00682927693341724
1028	实验室自制	Zirconia (200 nm), yttria (200 nm), ceria, and scandia were used as starting oxide materials.	Solid-state synthesis	dry pressing	600	0.00336840545071837
1029	实验室自制	The materials used were zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	550	0.00140085719675359
1030	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	500	0.000526804638122289
1031	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), cerium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	850	0.0572034822748128
1032	实验室自制	The materials listed are zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	800	0.0411162503440734
1033	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	750	0.0265942616759455
1034	实验室自制	The materials were zirconia (200 nm), yttria (200 nm), cerium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	700	0.0164304480599713
1035	实验室自制	The materials are zirconia (200 nm), yttria (200 nm), cerium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	650	0.00910658218594393
1036	实验室自制	The materials were ZrO2 (200 nm), Y2O3 (200 nm), CeO2, and Sc2O3.	Solid-state synthesis	dry pressing	600	0.004490822160294
1037	实验室自制	The raw materials included zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	550	0.00199355732509075
1038	实验室自制	ZrO2 and Y2O3 powders with a particle size of 200 nm, along with CeO2 and Sc2O3 powders, were used as starting materials.	Solid-state synthesis	dry pressing	500	0.000742996049723294
1039	实验室自制	A set of oxides including zirconia (200 nm), yttria (200 nm), ceria, and scandia was used.	Solid-state synthesis	dry pressing	850	0.0545939893099511
1040	实验室自制	The materials are zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	800	0.0365676720849672
1041	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), cerium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	700	0.015604562161862
1042	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	650	0.00829423660700398
1043	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), TiO2, and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	850	0.0620683343039698
1044	实验室自制	Zirconia (200 nm), yttria (200 nm), titanium oxide, and scandium oxide were used as the starting materials.	Solid-state synthesis	dry pressing	800	0.0439597640577151
1045	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), titanium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	700	0.0179117112537455
1046	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), TiO2, and Sc2O3 were used as raw materials.	Solid-state synthesis	dry pressing	650	0.00492778035918362
1047	实验室自制	Zirconia (200 nm), yttria (200 nm), niobium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	850	0.0437064508814152
1048	实验室自制	The materials are ZrO2 (200 nm), Y2O3 (200 nm), Nb2O5, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0299996940961193
1049	实验室自制	Zirconia (200 nm), yttria (200 nm), niobium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0118848015609346
1050	实验室自制	Zirconia (200 nm), yttria (200 nm), niobium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	650	0.00317684029192172
1051	实验室自制	The raw materials were ZrO2 (200 nm), Y2O3 (200 nm), Sc2O3, Bi2O3, and Er2O3.	Solid-state synthesis	dry pressing	800	0.0383086006539825
1052	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), scandia, bismuth oxide, and erbium oxide powders was used.	Solid-state synthesis	dry pressing	750	0.0240525172657832
1053	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide.	Solid-state synthesis	dry pressing	700	0.0135126501493164
1054	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide was used as starting materials.	Solid-state synthesis	dry pressing	650	0.00674587041303398
1055	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide.	Solid-state synthesis	dry pressing	600	0.0027583162002045
1056	实验室自制	The raw materials were ZrO2 (200 nm), Y2O3 (200 nm), Sc2O3, Bi2O3, and Er2O3.	Solid-state synthesis	dry pressing	800	0.09908
1057	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide powders was used.	Solid-state synthesis	dry pressing	750	0.07484
1058	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and powders of Sc2O3, Bi2O3, and Er2O3 were used.	Solid-state synthesis	dry pressing	700	0.02086
1059	实验室自制	The materials used were zirconia (200 nm), yttria (200 nm), scandia, bismuth oxide, and erbium oxide.	Solid-state synthesis	dry pressing	650	0.01521
1060	实验室自制	Zirconia (200 nm), yttria (200 nm), scandia, bismuth oxide, and erbium oxide were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00716
1061	实验室自制	The materials used were zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide.	Solid-state synthesis	dry pressing	800	0.14823
1062	实验室自制	A set of oxide powders comprising zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide.	Solid-state synthesis	dry pressing	750	0.09244
1063	实验室自制	The material set consists of zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide.	Solid-state synthesis	dry pressing	700	0.07272
1064	实验室自制	The raw materials were zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide.	Solid-state synthesis	dry pressing	650	0.0311
1065	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide was used as the raw materials.	Solid-state synthesis	dry pressing	800	0.16603
1066	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide powders was used.	Solid-state synthesis	dry pressing	750	0.14113
1067	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), scandia, bismuth oxide, and erbium oxide.	Solid-state synthesis	dry pressing	700	0.10465
1068	实验室自制	A mixture of zirconia (200 nm), yttria (200 nm), scandium oxide, bismuth oxide, and erbium oxide was used as the raw materials.	Solid-state synthesis	dry pressing	650	0.03928
1069	实验室自制	A mixture of ZrO2 (200 nm), Y2O3 (200 nm), Sc2O3, Bi2O3, and Er2O3 powders was used as the starting materials.	Solid-state synthesis	dry pressing	600	0.00483
1070	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	800	0.0592372152890824
1071	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0400556408145224
1072	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0253363993103907
1073	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	650	0.0143177609719995
1074	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used.	Solid-state synthesis	dry pressing	600	0.00705086720121517
1075	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	550	0.0029582150768594
1076	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	800	0.0621733992441784
1077	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used.	Solid-state synthesis	dry pressing	750	0.042290535526497
1078	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0263230189533015
1079	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as the raw materials.	Solid-state synthesis	dry pressing	650	0.0147848012399643
1080	实验室自制	ZrO2 powder (200 nm), Y2O3 powder (200 nm), and Sc2O3 powder were used.	Solid-state synthesis	dry pressing	600	0.00735649933661802
1081	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	550	0.00312734065267264
1082	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	800	0.0505856688100046
1083	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0326390962497301
1084	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0193124064315012
1085	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	650	0.0103229694057408
1086	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used.	Solid-state synthesis	dry pressing	600	0.00731811904550329
1087	实验室自制	ZrO2 powder (200 nm), Y2O3 powder (200 nm), and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	550	0.00191730864263272
1088	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	800	0.0771279369383952
1089	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	750	0.051763716066037
1090	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as the starting materials.	Solid-state synthesis	dry pressing	700	0.0322711033215043
1091	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as raw materials.	Solid-state synthesis	dry pressing	650	0.0179995185387153
1092	实验室自制	ZrO2 powder (200 nm), Y2O3 powder (200 nm), and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00881966117077132
1093	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	550	0.00359906378620603
1094	实验室自制	Zirconia powder with a particle size of 200 nm, yttria powder with a particle size of 200 nm, and scandia powder were used as starting materials.	Solid-state synthesis	dry pressing	800	0.047056315999088
1095	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0317413995059465
1096	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as the raw materials.	Solid-state synthesis	dry pressing	700	0.0196641840841717
1097	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	650	0.0111873017685158
1098	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as raw materials.	Solid-state synthesis	dry pressing	600	0.00540853005892917
1099	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	550	0.00282162230792478
1100	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	850	0.042856959956978
1101	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used as raw materials.	Solid-state synthesis	dry pressing	800	0.0273254832562178
1102	实验室自制	Zirconia powder (200 nm), yttria powder (200 nm), and scandia powder were used as raw materials.	Solid-state synthesis	dry pressing	750	0.0161509595314528
1103	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	700	0.00827682259007405
1104	实验室自制	ZrO2 powder (200 nm), Y2O3 powder (200 nm), and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	650	0.00438358484071017
1105	实验室自制	ZrO2 powder (200 nm), Y2O3 powder (200 nm), and Sc2O3 powder were used as the starting materials.	Solid-state synthesis	dry pressing	600	0.00193369091997322
1106	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used.	Solid-state synthesis	dry pressing	550	0.000728949835232634
1107	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	500	0.00024346491028087
1108	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	850	0.0534785020853799
1109	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as raw materials.	Solid-state synthesis	dry pressing	800	0.038735511566174
1110	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0256753842046502
1111	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used.	Solid-state synthesis	dry pressing	700	0.0156315611664221
1112	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used.	Solid-state synthesis	dry pressing	650	0.00870606212669501
1113	实验室自制	ZrO2 powder (200 nm), Y2O3 powder (200 nm), and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00437127002031684
1114	实验室自制	ZrO2 powder with a particle size of 200 nm, Y2O3 powder with a particle size of 200 nm, and Sc2O3 powder were used.	Solid-state synthesis	dry pressing	550	0.00200533675127141
1115	实验室自制	Zirconia powder with a particle size of 200 nm, yttria powder with a particle size of 200 nm, and scandia powder were used.	Solid-state synthesis	dry pressing	500	0.000789862292630122
1116	实验室自制	Zirconia powder (200 nm), yttria powder (200 nm), and scandia powder were used as raw materials.	Solid-state synthesis	dry pressing	850	0.0543295676957056
1117	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as the raw materials.	Solid-state synthesis	dry pressing	800	0.0383651891284041
1118	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0254082471657635
1119	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0154537134565315
1120	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used.	Solid-state synthesis	dry pressing	650	0.00847406924704309
1121	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00417537895894915
1122	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as the raw materials.	Solid-state synthesis	dry pressing	550	0.00191736516296733
1123	实验室自制	Zirconia (200 nm), yttria (200 nm), and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	500	0.000741481059116271
1124	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	850	0.0514178778453817
1125	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used.	Solid-state synthesis	dry pressing	800	0.0335269015911234
1126	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	750	0.0208990979121216
1127	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0118819590376781
1128	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 were used as raw materials.	Solid-state synthesis	dry pressing	650	0.00589406978738514
1129	实验室自制	Zirconia powder with a particle size of 200 nm, yttria powder with a particle size of 200 nm, and scandia powder were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00246885841483273
1130	实验室自制	Zirconia powder with a particle size of 200 nm, yttria powder with a particle size of 200 nm, and scandia powder were used as starting materials.	Solid-state synthesis	dry pressing	550	0.000883700017565474
1131	实验室自制	ZrO2 (200 nm), Y2O3 (200 nm), and Sc2O3 powders were used.	Solid-state synthesis	dry pressing	500	0.000268569994756407
1132	实验室自制	Zirconia (200 nm), ceria, and scandia were used as materials.	Solid-state synthesis	dry pressing	850	0.0919000183496163
1133	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	800	0.0687507721239546
1134	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	750	0.0482379039683847
1135	实验室自制	ZrO2 (200 nm), CeO2, and Sc2O3 powders.	Solid-state synthesis	dry pressing	700	0.0313135764472786
1136	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia powders was used.	Solid-state synthesis	dry pressing	650	0.018190328986788
1137	实验室自制	A powder mixture consisting of zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	600	0.00924354882307503
1138	实验室自制	A powder mixture consisting of zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	550	0.00375262937140213
1139	实验室自制	Zirconia powder with a particle size of 200 nm, ceria powder, and scandia powder.	Solid-state synthesis	dry pressing	500	0.00114750384575787
1140	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia was used.	Solid-state synthesis	dry pressing	850	0.0676870470350197
1141	实验室自制	A powder mixture consisting of zirconia (200 nm), cerium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	800	0.0504566191720313
1142	实验室自制	ZrO2 powder with a particle size of 200 nm, CeO2, and Sc2O3 were used.	Solid-state synthesis	dry pressing	750	0.0352824488371319
1143	实验室自制	ZrO2 (200 nm), CeO2, and Sc2O3 powders.	Solid-state synthesis	dry pressing	700	0.0227354300451874
1144	实验室自制	The materials listed are zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	650	0.0131762971840162
1145	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used.	Solid-state synthesis	dry pressing	600	0.00672845835121088
1146	实验室自制	Zirconia (200 nm), ceria, and scandia powders were used as starting materials.	Solid-state synthesis	dry pressing	550	0.00297577048762614
1147	实验室自制	Zirconia (200 nm), ceria, and scandia were used as starting oxide materials.	Solid-state synthesis	dry pressing	500	0.00108428989109235
1148	实验室自制	Zirconia (200 nm), ceria, and scandia were used as raw materials.	Solid-state synthesis	dry pressing	850	0.0525907637964019
1149	实验室自制	ZrO2 powder with a particle size of 200 nm, CeO2, and Sc2O3 were used.	Solid-state synthesis	dry pressing	800	0.0357068585128448
1150	实验室自制	Zirconia (200 nm), ceria, and scandia were used as raw materials.	Solid-state synthesis	dry pressing	750	0.0230357919162348
1151	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	700	0.0137264438809461
1152	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used.	Solid-state synthesis	dry pressing	650	0.00715853846146937
1153	实验室自制	ZrO2 (200 nm), CeO2, and Sc2O3 were used as starting oxide materials.	Solid-state synthesis	dry pressing	600	0.00325015225099182
1154	实验室自制	ZrO2 powder with a particle size of 200 nm, CeO2 powder, and Sc2O3 powder were used.	Solid-state synthesis	dry pressing	550	0.00123978018316872
1155	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia was used.	Solid-state synthesis	dry pressing	500	0.000381299871955347
1156	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used.	Solid-state synthesis	dry pressing	850	0.0245215603431938
1157	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	800	0.0174945370260099
1158	实验室自制	The materials are zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	750	0.0118268312104673
1159	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used.	Solid-state synthesis	dry pressing	700	0.00739090446622535
1160	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	650	0.00414268800681506
1161	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00218757459868014
1162	实验室自制	The raw materials were zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	550	0.000997713722968335
1163	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia powders.	Solid-state synthesis	dry pressing	500	0.000388170120859838
1164	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	850	0.0341550164406404
1165	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	800	0.0244495315428815
1166	实验室自制	The materials are zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	750	0.0165666115473459
1167	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used.	Solid-state synthesis	dry pressing	700	0.0103769370553669
1168	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	650	0.00601360325493726
1169	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	600	0.0031359181761522
1170	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia powders was used.	Solid-state synthesis	dry pressing	550	0.00144377006355407
1171	实验室自制	Zirconia (200 nm), ceria, and scandia were used as starting oxide materials.	Solid-state synthesis	dry pressing	500	0.000583637918298856
1172	实验室自制	The raw material list includes zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	850	0.0155154282020179
1173	实验室自制	Zirconia (200 nm), ceria, and scandia were used as starting oxide materials.	Solid-state synthesis	dry pressing	800	0.0100559684902166
1174	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	750	0.00640162224260551
1175	实验室自制	ZrO2 (200 nm), CeO2, and Sc2O3 powders were used as the starting materials.	Solid-state synthesis	dry pressing	700	0.00358766104183208
1176	实验室自制	The materials were zirconia (200 nm), cerium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	650	0.00200011812536217
1177	实验室自制	ZrO2 powder with a particle size of 200 nm, along with CeO2 powder and Sc2O3 powder, were used as starting materials.	Solid-state synthesis	dry pressing	600	0.000950633510853428
1178	实验室自制	Zirconia (200 nm), ceria, and scandia were used as starting oxide materials.	Solid-state synthesis	dry pressing	550	0.00041634286264282
1179	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	500	0.000156968721316716
1180	实验室自制	A mixture of zirconia (200 nm), cerium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	850	0.00668837681748827
1181	实验室自制	Zirconia (200 nm), ceria, and scandia powders.	Solid-state synthesis	dry pressing	800	0.00469499843599581
1182	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	750	0.00316124214111515
